,순번,영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
3948,3978,유고와 라라 : 신비의 숲 어드벤처,왕운비,프레인글로벌,2014-10-02,장편,중국,167,146859000,21053,"29,297,500","3,827",애니메이션,전체관람가,일반영화
3949,3979,다이노 헌터: 티렉스VS파키리노 대격돌,닐 나이팅게일,박수엔터테인먼트,2018-05-17,장편,영국,168,169760400,20979,"34,322,200","3,993",애니메이션,전체관람가,독립/예술영화
3951,3981,싸이보그 그녀,곽재용,넥스트엔터테인먼트월드,2009-05-14,장편,한국,112,138415038,20975,"65,894,000","9,591",코미디,12세관람가,일반영화
3952,3982,그랜드 피아노,유지니오 미라,와이드 릴리즈,2014-04-17,장편,스페인,95,149337000,20961,"59,495,000","8,104",스릴러,15세관람가,독립/예술영화
3953,3983,리코리쉬 피자,폴 토마스 앤더슨,유니버설픽쳐스인터내셔널 코리아,2022-02-16,장편,미국,222,210795200,20902,"132,598,540","12,970",멜로/로맨스,15세관람가,독립/예술영화
3955,3985,아기기린 자라파,레미 베잔송,롯데쇼핑롯데엔터테인먼트,2013-02-14,장편,프랑스,87,133077000,20811,"36,139,500","5,336",애니메이션,전체관람가,일반영화
3958,3988,콜링 인 러브,제임스 도드슨,케이디미디어,2010-03-25,장편,미국,68,153395877,20796,"51,562,500","6,690",멜로/로맨스,15세관람가,일반영화
3959,3989,유령선,김지영,엣나인필름,2020-04-15,장편,한국,165,181933920,20784,"68,207,300","7,684",다큐멘터리,12세관람가,독립/예술영화
3960,3990,프린세스 아야,이성강,씨제이 씨지브이,2022-09-21,장편,한국,348,162670896,20761,"53,724,900","7,120",판타지,전체관람가,일반영화
3961,3991,워리어,게빈 오코너,화앤담이엔티,2011-11-02,장편,미국,142,150308500,20702,"56,519,500","7,423",드라마,15세관람가,일반영화
3962,3992,TAR 타르,토드 필드,유니버설픽쳐스인터내셔널 코리아,2023-02-22,장편,미국,197,208721573,20698,"117,386,316","11,584",드라마,15세관람가,일반영화
3964,3994,호밀밭의 반항아,대니 스트롱,트리플픽쳐스,2018-10-18,장편,미국,68,171864157,20631,"106,648,757","12,433",드라마,12세관람가,독립/예술영화
3966,3996,리노,라파엘 리바스,스톰픽쳐스코리아,2019-03-07,장편,브라질,322,153622020,20513,"24,327,300","2,965",애니메이션,전체관람가,독립/예술영화
3967,3997,플라이트,로버트 저메키스,씨제이이엔엠,2013-02-28,장편,미국,79,150391500,20491,"84,781,500","11,107",드라마,청소년관람불가,일반영화
3970,4000,세기의 매치,에드워드 즈윅,판씨네마,2016-01-28,장편,미국,187,155570400,20448,"72,568,500","9,307",드라마,12세관람가,독립/예술영화
3976,4006,팬데믹,기타,영화사 빅,2020-07-22,장편,미국,382,176181960,20355,"39,518,480","4,459",스릴러,15세관람가,독립/예술영화
3978,4008,비밀정보원: 인 더 프리즌,안드레아 디 스테파노,제이앤씨미디어그룹,2020-04-15,장편,영국,200,172588940,20317,"64,964,580","7,585",범죄,청소년관람불가,일반영화
3979,4009,말임씨를 부탁해,박경목,씨네필운,2022-04-13,장편,한국,197,153832670,20295,"40,039,030","5,062",드라마,전체관람가,독립/예술영화
3982,4012,아무도 없는 곳,김종관,엣나인필름,2021-03-31,장편,한국,374,174220200,20221,"88,075,250","9,788",드라마,15세관람가,독립/예술영화
3984,4014,바그다드 카페 : 디렉터스컷,퍼시 애들론,주식회사 왓챠,2016-07-14,장편,독일,59,147129809,20195,"71,251,809","9,202",코미디,15세관람가,독립/예술영화
3985,4015,극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!,방형우,플러스엠 엔터테인먼트,2014-08-07,장편,한국,91,133926800,20175,"29,925,100","4,251",애니메이션,전체관람가,일반영화
3986,4016,쏘우-여섯번의 기회,케빈 그루터트,빅버젯,2010-01-07,장편,미국,52,161215143,20116,"50,442,000","6,137",공포(호러),청소년관람불가,일반영화
3987,4017,추억의 검정고무신,송정율,대교 미디어콘텐츠사업본부,2020-11-19,장편,한국,215,162083100,20113,"29,092,500","3,247",애니메이션,전체관람가,독립/예술영화
3989,4019,스틸워터,토마스 맥카시,씨제이 씨지브이,2021-10-06,장편,미국,363,165102500,20079,"61,417,740","7,658",범죄,15세관람가,독립/예술영화
3990,4020,미드 90,조나 힐,오드,2019-09-25,장편,미국,107,165388288,20069,"124,925,408","14,675",드라마,청소년관람불가,독립/예술영화
3991,4021,완전 소중한 사랑,김진민,주식회사 마운틴픽쳐스,2013-11-21,장편,한국,66,127694500,20063,"63,710,000","9,850",드라마,12세관람가,일반영화
3992,4022,난 그녀와 키스했다,노에미 사글리오,엣나인필름,2015-07-22,장편,프랑스,53,155762798,20056,"128,464,398","16,014",코미디,청소년관람불가,독립/예술영화
3996,4026,극장판 어드벤처 타임: 비밀의 아일랜드,엘리자베스 이토,팝엔터테인먼트,2017-04-13,장편,미국,125,163679600,19986,"42,688,900","4,756",애니메이션,전체관람가,일반영화
3997,4027,빌리 진 킹: 세기의 대결,발레리 페리스,이십세기폭스코리아,2017-11-16,장편,미국,135,158734000,19952,"95,144,100","11,760",코미디,15세관람가,일반영화
3998,4028,러브레이스,롭 엡스타인,씨너스엔터테인먼트,2013-10-17,장편,미국,154,139215138,19933,"75,665,138","10,548",드라마,청소년관람불가,독립/예술영화
4000,4030,60만번의 트라이,박돈사,인디스토리,2014-09-18,장편,한국,76,136608300,19919,"63,538,300","8,735",다큐멘터리,12세관람가,독립/예술영화
4001,4031,나의 히어로 아카데미아 더 무비: 두 명의 히어로,나가사키 켄지,리틀빅픽쳐스,2019-05-16,장편,일본,85,162979210,19917,"67,467,000","7,926",애니메이션,전체관람가,일반영화
4005,4035,카메라를 멈추면 안 돼!,우에다 신이치로,디오시네마,2018-08-23,장편,일본,57,173409766,19846,"146,671,766","16,273",공포(호러),15세관람가,독립/예술영화
4006,4036,보이저스,닐 버거,TCO더콘텐츠온,2021-05-26,장편,미국,387,166586500,19814,"63,844,510","7,539",SF,15세관람가,일반영화
4007,4037,시원찮은 그녀를 위한 육성방법 피날레,기타,애니플러스,2020-02-27,장편,일본,71,166987960,19738,"75,422,460","8,607",애니메이션,12세관람가,일반영화
4009,4039,파괴자들,올리버 스톤,유니버설픽쳐스인터내셔널 코리아,2012-10-31,장편,미국,171,141102068,19716,"52,745,568","7,088",액션,청소년관람불가,일반영화
4010,4040,울지마 톤즈 2 : 슈크란 바바,강성옥,영화특별시에스엠씨,2020-01-09,장편,한국,232,144149940,19632,"56,050,880","7,366",다큐멘터리,전체관람가,독립/예술영화
4011,4041,커플 테라피: 대화가 필요해,피터 빌링슬레이,유니버설픽쳐스인터내셔널 코리아,2010-02-25,장편,미국,66,150557480,19623,"63,972,500","7,997",코미디,15세관람가,일반영화
4012,4042,더 킹: 헨리 5세,데이비드 미쇼,판씨네마,2019-10-23,장편,네덜란드,146,150538820,19610,"86,404,880","10,703",드라마,청소년관람불가,독립/예술영화
4013,4043,극장판 가면라이더 이그제이드: 트루 엔딩,나카자와 쇼지로,이수C&E,2018-10-09,장편,일본,326,154121050,19598,"34,778,400","4,120",액션,전체관람가,일반영화
4014,4044,라이프,안톤 코르빈,영화사오원,2015-10-15,장편,캐나다,99,155668185,19596,"100,206,485","12,230",드라마,15세관람가,독립/예술영화
4016,4046,웨딩스캔들,신동엽,마인스 엔터테인먼트,2012-09-06,장편,한국,121,124977000,19569,"16,675,500","2,417",코미디,15세관람가,일반영화
4017,4047,칠드런 오브 맨,알폰소 쿠아론,영화사 마농,2016-09-22,장편,영국,56,160639200,19548,"85,781,800","10,249",SF,15세관람가,독립/예술영화
4018,4048,픽시,바시코 베도슈빌리,팝엔터테인먼트,2018-08-23,장편,러시아,268,139428100,19508,"24,861,000","3,108",애니메이션,전체관람가,독립/예술영화
4020,4050,엄마,아이리스 심,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2022-05-11,장편,미국,190,169848800,19485,"44,159,000","5,475",스릴러,12세관람가,일반영화
4021,4051,물의 기억,진재운,롯데컬처웍스롯데엔터테인먼트,2019-05-15,장편,한국,108,111262080,19484,"46,620,480","8,631",다큐멘터리,전체관람가,독립/예술영화
4022,4052,디스커넥트,헨리 알렉스 루빈,영화사 빅,2013-11-07,장편,미국,113,140642204,19460,"74,815,704","9,932",드라마,청소년관람불가,독립/예술영화
4023,4053,B급 며느리,선호빈,에스와이코마드,2018-01-17,장편,한국,56,152139100,19459,"83,012,200","9,976",다큐멘터리,12세관람가,독립/예술영화
4024,4054,스페이스 독 2,바딤 소츠코프,지어소프트,2014-12-11,장편,러시아,108,121383600,19445,"20,166,800","3,075",애니메이션,전체관람가,일반영화
4027,4057,사막에서 연어낚시,라세 할스트롬,나이너스엔터테인먼트,2014-10-16,장편,영국,92,147212500,19423,"83,210,000","10,787",드라마,12세관람가,독립/예술영화
4028,4058,지구공룡대탐험,데이빗 크렌츠,와이드 릴리즈,2019-08-15,장편,미국,265,148474640,19419,"28,476,910","3,371",애니메이션,전체관람가,독립/예술영화
4029,4059,테이크다운,에란 크리비,에스비에스콘텐츠허브,2013-04-18,장편,영국,138,135780500,19415,"45,801,500","6,265",액션,15세관람가,독립/예술영화
4030,4060,립반윙클의 신부,이와이 슌지,TCO더콘텐츠온,2016-09-28,장편,일본,85,156603300,19412,"100,925,800","12,163",드라마,15세관람가,독립/예술영화
4031,4061,커터,정희성,스톰픽쳐스코리아,2016-03-30,장편,한국,199,151165500,19405,"40,502,500","5,076",범죄,청소년관람불가,독립/예술영화
4032,4062,마릴린 먼로와 함께한 일주일,사이먼 커티스,싸이더스,2012-02-29,장편,영국,81,148370000,19387,"100,662,500","12,831",드라마,15세관람가,일반영화
4033,4063,트립 투 이탈리아,마이클 윈터바텀,찬란,2015-06-04,장편,영국,51,148342200,19376,"102,252,900","12,714",코미디,15세관람가,독립/예술영화
4034,4064,플래닛 테러,로버트 로드리게즈,롯데쇼핑롯데엔터테인먼트,2008-07-02,장편,미국,111,124562500,19324,"53,392,000","7,883",액션,청소년관람불가,독립/예술영화
4035,4065,트루스,제임스 밴더빌트,라이크콘텐츠,2016-08-24,장편,미국,123,151967000,19315,"54,804,500","6,786",드라마,15세관람가,독립/예술영화
4036,4066,한산 리덕스,김한민,롯데컬처웍스롯데엔터테인먼트,2022-11-16,장편,한국,202,169259176,19314,"75,339,081","9,100",액션,12세관람가,일반영화
4038,4068,부니베어: 나무 도둑의 습격,정량,예지림엔터테인먼트,2017-09-14,장편,중국,245,129228400,19267,"19,555,800","2,415",애니메이션,전체관람가,독립/예술영화
4039,4069,뱅드림! 필름 라이브,우메츠 토모미,애니플러스,2019-09-26,장편,일본,78,166464110,19264,"101,295,320","11,077",애니메이션,전체관람가,일반영화
4041,4071,애프터: 관계의 함정,캐스틸 랜던,판씨네마,2021-10-27,장편,미국,378,167960050,19246,"66,481,170","7,841",멜로/로맨스,15세관람가,일반영화
4042,4072,애프터 웨딩 인 뉴욕,바트 프룬디치,영화사 진진,2020-04-23,장편,영국,169,157346280,19241,"91,169,220","11,103",드라마,12세관람가,독립/예술영화
4043,4073,레토,키릴 세레브렌니코프,엣나인필름,2019-01-03,장편,러시아,112,166459680,19221,"112,538,880","12,338",드라마,15세관람가,독립/예술영화
4045,4075,블라인드,타마르 반 덴 도프,주식회사 컨텐츠썬,2021-01-14,장편,네덜란드,239,165291800,19142,"62,574,200","7,190",드라마,15세관람가,일반영화
4046,4076,에코,데이브 그린,박수엔터테인먼트,2014-10-08,장편,미국,154,138735100,19142,"42,816,200","5,670",SF,전체관람가,독립/예술영화
4047,4077,소녀,최진성,씨제이이엔엠,2013-11-07,장편,한국,73,142456000,18996,"50,116,500","6,418",멜로/로맨스,청소년관람불가,독립/예술영화
4049,4079,부도리의 꿈,스기이 기사부로,나이너스엔터테인먼트,2013-01-30,장편,일본,117,123582500,18940,"33,420,500","4,718",애니메이션,전체관람가,일반영화
4050,4080,슈퍼처방전,대니 분,영화사 빅,2014-12-10,장편,프랑스,144,140161000,18919,"60,681,400","8,042",코미디,12세관람가,독립/예술영화
4051,4081,극장판 전생했더니 슬라임이었던 건에 대하여: 홍련의 인연편,키쿠치 야스히토,애니플러스,2023-02-02,장편,일본,123,193259734,18884,"51,264,195","4,669",애니메이션,15세관람가,일반영화
4053,4083,상실의 시대,트란 안 홍,예지림엔터테인먼트,2011-04-21,장편,일본,53,144737800,18872,"95,539,300","12,282",드라마,청소년관람불가,독립/예술영화
4054,4084,어제 일은 모두 괜찮아,이성한,삼백상회,2019-11-21,장편,한국,87,134969280,18851,"70,499,940","9,783",드라마,15세관람가,독립/예술영화
4055,4085,토마스와 친구들 - 극장판 3,그렉 티어넌,에이원엔터테인먼트,2011-05-05,장편,영국,110,130641500,18845,"50,024,500","7,122",애니메이션,전체관람가,일반영화
4056,4086,누구에게나 찬란한,임유철,CGV아트하우스,2014-11-06,장편,한국,51,126378400,18804,"44,236,000","5,764",다큐멘터리,전체관람가,독립/예술영화
4058,4088,프란치스코,베다 도캄포 페이주,스튜디오 프로그레시브 인큐베이터,2016-03-10,장편,스페인,184,131126849,18799,"51,031,100","6,934",드라마,12세관람가,독립/예술영화
4059,4089,여행자,우니 르콩트,영화사 진진,2009-10-29,장편,한국,59,135668849,18797,"74,905,100","10,229",드라마,12세관람가,독립/예술영화
4062,4092,슬립리스: 크리미널 나이트,바란 보 오다르,엘지유플러스,2017-03-08,장편,미국,158,146025800,18740,"48,349,500","6,136",액션,15세관람가,일반영화
4064,4094,드라이브,니콜라스 윈딩 레픈,주식회사 풍경소리,2011-11-17,장편,미국,76,144975500,18715,"76,691,500","9,698",액션,청소년관람불가,독립/예술영화
4066,4096,미스 스티븐스,줄리아 하트,티캐스트,2019-05-02,장편,미국,64,155547810,18652,"97,399,210","11,329",드라마,12세관람가,독립/예술영화
4067,4097,숏버스,존 카메론 밋첼,실버스푼,2009-03-12,장편,미국,51,126613193,18621,"60,575,400","8,503",드라마,청소년관람불가,독립/예술영화
4069,4099,방울토마토,정영배,무비즈엔터테인먼트,2008-05-29,장편,한국,83,115388000,18533,"36,080,000","5,515",가족,12세관람가,일반영화
4070,4100,프리! 더 파이널 스트로크 후편,카와나미 에이사쿠,애니플러스,2022-06-30,장편,일본,83,188961979,18526,"92,303,660","8,668",애니메이션,전체관람가,일반영화
4071,4101,꼬마영웅 바비,지안밍 후앙,와이드 릴리즈,2018-05-30,장편,중국,317,138398000,18509,"23,082,300","2,704",애니메이션,전체관람가,일반영화
4072,4102,체리마호: 30살까지 동정이면 마법사가 될 수 있대,카자마 히로키,영화사 그램,2022-07-13,장편,일본,56,164247600,18501,"108,501,300","12,654",판타지,12세관람가,독립/예술영화
4074,4104,섬. 사라진 사람들,이지승,콘텐츠판다,2016-03-03,장편,한국,206,148749900,18485,"27,016,600","3,274",스릴러,15세관람가,독립/예술영화
4075,4105,너에게 가는 길,변규리,엣나인필름,2021-11-17,장편,한국,56,160073700,18458,"117,010,790","12,992",다큐멘터리,12세관람가,독립/예술영화
4077,4107,그 후,홍상수,영화제작전원사,2017-07-06,장편,한국,168,140655508,18440,"88,142,308","11,110",드라마,청소년관람불가,독립/예술영화
4078,4108,드림빌더,기타,트리플픽쳐스,2021-02-10,장편,기타,327,156030640,18421,"52,148,250","6,142",애니메이션,전체관람가,독립/예술영화
4079,4109,드래곤볼 슈퍼: 슈퍼 히어로,코다마 테츠로,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2022-09-14,장편,일본,360,200760639,18387,"73,289,048","6,358",애니메이션,12세관람가,일반영화
4081,4111,아이 앰 히스 레저,데릭 머레이,오드,2017-10-19,장편,캐나다,139,149648439,18367,"104,757,539","12,610",다큐멘터리,12세관람가,독립/예술영화
4085,4115,니얼굴,서동일,영화사 진진,2022-06-23,장편,한국,65,163265600,18338,"90,822,200","9,613",다큐멘터리,전체관람가,독립/예술영화
4086,4116,비포 : 치즈와 초콜릿을 찾아서,이도 엔젤,영화사 빅,2014-07-10,장편,이스라엘,90,123727000,18310,"27,221,000","3,697",애니메이션,전체관람가,독립/예술영화
4087,4117,강철비2 : 정상회담 확장판,양우석,롯데컬처웍스롯데엔터테인먼트,2020-09-30,장편,한국,126,89922500,18306,"28,311,500","7,243",드라마,15세관람가,일반영화
4088,4118,아이들은 즐겁다,이지원,플러스엠 엔터테인먼트,2021-05-05,장편,한국,445,156107670,18302,"49,065,060","6,010",드라마,전체관람가,독립/예술영화
4089,4119,동백,신준영,시네마 뉴원,2021-10-21,장편,한국,60,133034770,18272,"5,308,270","1,087",드라마,12세관람가,독립/예술영화
4090,4120,무민 더 무비,자비에 피카르,팝엔터테인먼트,2015-08-13,장편,핀란드,161,132866700,18254,"62,120,300","8,013",애니메이션,전체관람가,독립/예술영화
4091,4121,트와이스랜드,기타,씨제이 씨지브이,2018-12-07,장편,한국,53,153765000,18252,"70,742,500","8,086",다큐멘터리,전체관람가,일반영화
4093,4123,신서유기 : 몽키킹의 부활,텐 샤오펑,예지림엔터테인먼트,2017-11-02,장편,중국,212,129357400,18247,"24,143,100","3,109",액션,전체관람가,독립/예술영화
4094,4124,스페이스 잼: 새로운 시대,말콤 D. 리,워너브러더스 코리아,2021-07-15,장편,미국,521,165586380,18241,"38,954,950","3,943",애니메이션,전체관람가,일반영화
4095,4125,액슬,올리버 달리,팝엔터테인먼트,2018-10-18,장편,미국,149,153698800,18219,"53,990,600","6,197",액션,12세관람가,일반영화
4096,4126,택스 콜렉터,데이비드 에이어,팝엔터테인먼트,2020-11-18,장편,미국,372,138525250,18197,"67,039,760","9,579",액션,청소년관람불가,일반영화
4099,4129,은혼,후쿠다 유이치,라이크콘텐츠,2017-12-07,장편,일본,137,147645500,18172,"66,639,300","8,053",액션,12세관람가,일반영화
4100,4130,스페이스 치킨: 마법 부적의 비밀,알렉스 오렐,박수엔터테인먼트,2018-10-25,장편,미국,273,124899500,18169,"14,470,000","1,870",애니메이션,전체관람가,일반영화
4101,4131,이디야와 얼음왕국의 전설,낸시 플로렌스 사바드,미디어데이,2014-02-27,장편,캐나다,136,119383200,18157,"16,968,400","2,492",애니메이션,전체관람가,독립/예술영화
4104,4134,미녀와 야수: 마법에 걸린 왕자,기타,인터파크,2023-02-22,장편,러시아,217,159255200,18112,"25,067,700","3,118",애니메이션,전체관람가,독립/예술영화
4105,4135,프랑스여자,김희정,디스테이션,2020-06-04,장편,한국,244,129230400,18106,"51,825,160","6,765",드라마,15세관람가,독립/예술영화
4107,4137,하늘과 바다,오달균,롯데쇼핑롯데엔터테인먼트,2009-10-28,장편,한국,186,121651444,18059,"29,049,500","4,063",드라마,12세관람가,일반영화
4108,4138,리그레션,알레한드로 아메나바르,박수엔터테인먼트,2015-10-15,장편,스페인,143,141042885,18057,"61,158,985","7,573",스릴러,15세관람가,독립/예술영화
4109,4139,버스 657,스콧 만,스톰픽쳐스코리아,2016-01-14,장편,미국,161,143676000,18042,"43,747,600","5,394",액션,15세관람가,일반영화
4110,4140,인카네이트,브래드 페이튼,판씨네마,2017-05-25,장편,미국,229,142090200,18028,"36,675,100","4,446",스릴러,15세관람가,일반영화
4111,4141,초(민망한)능력자들,그랜트 헤스로브,팝엔터테인먼트,2011-07-07,장편,미국,64,135409000,18023,"69,446,000","8,844",코미디,12세관람가,독립/예술영화
4112,4142,본타: 땅콩왕국의 전설,레오 리,팝엔터테인먼트,2014-10-30,장편,중국,179,127508200,18022,"17,445,700","2,283",애니메이션,전체관람가,일반영화
4113,4143,옐로우버드,도미니크 몽페리,영화사오원,2015-02-18,장편,프랑스,127,139064300,18020,"51,695,800","6,245",애니메이션,전체관람가,독립/예술영화
4114,4144,캡틴 하록,아라마키 신지,박수엔터테인먼트,2014-01-16,장편,일본,120,134005500,17977,"61,451,500","7,368",애니메이션,12세관람가,일반영화
4115,4145,오즈의 마법사 2,알버토 마르,코리아스크린,2017-05-03,장편,멕시코,142,138541700,17956,"35,735,400","4,250",애니메이션,전체관람가,독립/예술영화
4116,4146,당신자신과 당신의 것,홍상수,영화제작전원사,2016-11-10,장편,한국,151,145902200,17924,"102,254,900","12,015",드라마,청소년관람불가,독립/예술영화
4117,4147,퍼펙트,닐스 아르덴 오플레브,마인스 엔터테인먼트,2013-09-25,장편,미국,136,116662500,17916,"30,937,000","5,427",액션,청소년관람불가,일반영화
4118,4148,"불량소녀, 너를 응원해!",도이 노부히로,글뫼 주식회사,2016-09-21,장편,일본,128,140509000,17875,"54,003,000","6,502",드라마,12세관람가,독립/예술영화
4121,4151,이별계약,오기환,씨제이이엔엠,2013-06-20,장편,한국,63,127495500,17797,"84,869,500","11,676",멜로/로맨스,12세관람가,일반영화
4123,4153,나는 나를 해고하지 않는다,이태겸,영화사 진진,2021-01-28,장편,한국,313,135684500,17741,"65,003,470","8,483",드라마,12세관람가,독립/예술영화
4124,4154,나라타주,유키사다 이사오,팝엔터테인먼트,2018-03-08,장편,일본,146,151711600,17695,"68,170,700","7,720",멜로/로맨스,15세관람가,독립/예술영화
4125,4155,"괜찮아요, 미스터 브래드",마이크 화이트,영화사 진진,2017-09-21,장편,미국,135,134945900,17691,"90,564,500","11,720",드라마,12세관람가,독립/예술영화
4127,4157,로빈슨의 언더워터 어드벤처,막심 볼코브,박수엔터테인먼트,2018-11-15,장편,러시아,216,125199550,17674,"20,235,100","2,488",애니메이션,전체관람가,일반영화
4128,4158,킹덤,사토 신스케,와이드 릴리즈,2020-04-29,장편,일본,186,140937500,17663,"44,837,000","5,614",액션,15세관람가,일반영화
4129,4159,유랑지구,프란트 궈,키다리이엔티,2019-04-18,장편,중국,178,147817410,17637,"57,511,830","6,707",SF,12세관람가,독립/예술영화
4130,4160,돌멩이,김정식,리틀빅픽쳐스,2020-10-15,장편,한국,425,146373400,17632,"53,950,130","6,044",드라마,12세관람가,독립/예술영화
4132,4162,스톤,조세래,씨너스엔터테인먼트,2014-06-12,장편,한국,148,118376400,17631,"70,659,500","11,105",액션,15세관람가,독립/예술영화
4133,4163,미라클 프롬 헤븐,패트리시아 리건,유니버설픽쳐스인터내셔널 코리아,2016-05-25,장편,미국,92,119875500,17625,"56,930,000","8,027",드라마,전체관람가,일반영화
4134,4164,이 멋진 세계에 축복을! 붉은 전설,카나사키 타카오미,애니플러스,2020-02-06,장편,일본,57,152082580,17607,"58,052,740","6,519",애니메이션,15세관람가,일반영화
4136,4166,비틀스: 에잇 데이즈 어 위크 – 투어링 이어즈,론 하워드,플러스엠 엔터테인먼트,2016-10-19,장편,영국,150,140251925,17563,"84,223,125","10,231",드라마,12세관람가,독립/예술영화
4138,4168,킨: 더 비기닝,조나단 베이커,판씨네마,2018-10-11,장편,미국,167,151798300,17543,"50,368,800","5,612",미스터리,15세관람가,일반영화
4139,4169,위험한 패밀리,뤽 베송,프레인글로벌,2014-01-22,장편,미국,130,98410500,17539,"44,139,500","6,242",코미디,청소년관람불가,독립/예술영화
4140,4170,혼스,알렉산더 아야,팝엔터테인먼트,2014-11-27,장편,미국,166,137324715,17535,"54,987,415","6,909",판타지,청소년관람불가,일반영화
4141,4171,더 터닝,플로리아 시지스몬디,스마일이엔티,2020-04-02,장편,미국,294,154197940,17532,"55,648,100","6,194",미스터리,15세관람가,독립/예술영화
4143,4173,꼬마 보트 토토: 타요 타요 배 타요,시멘 알스빅,팝엔터테인먼트,2018-07-12,장편,노르웨이,276,122959900,17463,"16,083,100","1,958",애니메이션,전체관람가,독립/예술영화
4144,4174,뚜르: 내 생애 최고의 49일,김양래,리틀빅픽쳐스,2017-02-01,장편,한국,227,126186700,17449,"40,634,300","5,129",다큐멘터리,12세관람가,독립/예술영화
4145,4175,태양을 쏴라,김태식,조이앤시네마,2015-03-19,장편,한국,156,126046400,17444,"33,115,500","4,535",멜로/로맨스,청소년관람불가,독립/예술영화
4147,4177,빌리어네어 보이즈클럽,제임스 콕스,키다리이엔티,2019-01-10,장편,미국,166,153885800,17410,"66,349,200","7,394",드라마,15세관람가,일반영화
4148,4178,터치,민병훈,팝엔터테인먼트,2012-11-08,장편,한국,95,100685000,17403,"24,109,000","4,053",드라마,청소년관람불가,독립/예술영화
4149,4179,밀리언 웨이즈,세스 맥팔레인,유니버설픽쳐스인터내셔널 코리아,2014-06-12,장편,미국,194,134249300,17373,"52,004,700","6,604",코미디,청소년관람불가,일반영화
4150,4180,유아 낫 유,조지 C. 울프,마인스 엔터테인먼트,2015-01-21,장편,미국,103,138505400,17372,"76,744,100","9,322",드라마,15세관람가,일반영화
4151,4181,두레소리,조정래,명필름,2012-05-10,장편,한국,132,115794000,17362,"49,999,000","7,135",드라마,12세관람가,독립/예술영화
4156,4186,스윗 프랑세즈,사울 딥,그린나래미디어,2015-12-03,장편,영국,94,129079300,17324,"77,867,900","10,097",멜로/로맨스,15세관람가,독립/예술영화
4158,4188,엘리아스: 바다의 보물을 찾아라!,리스 오스볼,마인스 엔터테인먼트,2014-10-23,장편,노르웨이,199,119762600,17305,"23,991,900","3,254",애니메이션,전체관람가,일반영화
4160,4190,판타스틱 부니베어,정량,박수엔터테인먼트,2018-03-15,장편,중국,302,120340400,17290,"16,325,700","2,034",애니메이션,전체관람가,독립/예술영화
4161,4191,아인,모토히로 카츠유키,판씨네마,2018-02-28,장편,일본,160,135549900,17287,"64,228,200","7,981",SF,15세관람가,독립/예술영화
4162,4192,몬테크리스토: 더 뮤지컬 라이브,오윤동,CGV ICECON,2021-03-19,장편,한국,90,334554000,17264,"142,786,000","7,369",공연,12세관람가,일반영화
4167,4198,어떤살인,안용훈,TCO더콘텐츠온,2015-10-28,장편,한국,179,137025800,17190,"38,039,500","4,646",스릴러,청소년관람불가,독립/예술영화
4168,4199,어쩌면 우린 헤어졌는지 모른다,형슬우,영화특별시에스엠씨,2023-02-08,장편,한국,333,177589066,17130,"60,158,279","5,664",드라마,12세관람가,독립/예술영화
4169,4200,바보야,강성옥,주식회사 마운틴픽쳐스,2011-04-21,장편,한국,57,91693000,17097,"33,481,500","6,290",다큐멘터리,전체관람가,독립/예술영화
4170,4201,100% 울프: 푸들이 될 순 없어,알렉스 스타더만,팝엔터테인먼트,2020-12-24,장편,호주,370,134490620,17089,"24,462,560","2,967",애니메이션,전체관람가,독립/예술영화
4172,4203,프린스 챠밍,로스 베노커,와이드 릴리즈,2023-01-11,장편,미국,181,138765300,17066,"32,489,000","4,410",애니메이션,전체관람가,독립/예술영화
4174,4205,룸 쉐어링,이순성,주식회사 엔픽플,2022-06-22,장편,한국,122,137501480,17040,"55,797,800","6,895",드라마,전체관람가,독립/예술영화
4176,4207,호비와 쿠우의 어드벤처 : 고래의 노래,히라바야시 이사무,머스트씨무비,2014-06-12,장편,일본,54,113444000,17018,"34,939,000","4,914",애니메이션,전체관람가,독립/예술영화
4177,4208,길,정인봉,더블앤조이픽쳐스,2017-05-11,장편,한국,54,75398600,17014,"10,665,400","2,010",드라마,12세관람가,독립/예술영화
4179,4210,프렌즈: 둥지탈출,안드레아 블록,박수엔터테인먼트,2019-05-01,장편,독일,184,115993260,16955,"29,356,430","3,711",애니메이션,전체관람가,일반영화
4180,4211,프라이버시,존 크로울리,인벤트스톤,2014-03-20,장편,영국,165,122664928,16936,"55,304,928","7,557",범죄,15세관람가,일반영화
4181,4212,파이널 포트레이트,스탠리 투치,팝엔터테인먼트,2018-09-27,장편,영국,55,147295066,16933,"101,755,566","11,335",드라마,15세관람가,독립/예술영화
4184,4215,컴온 컴온,마이크 밀스,스튜디오디에이치엘,2022-06-30,장편,미국,113,154650500,16876,"92,637,600","9,571",드라마,12세관람가,독립/예술영화
4185,4216,하늘이 보내준 딸,비자이,싸이더스,2012-04-19,장편,인도,107,113583500,16875,"36,596,500","5,230",가족,전체관람가,일반영화
